TILEMAP
100 90 							-- Size of tile map in tiles
16 16 							-- Tile size & block size
images/FullLvlTileset.png 	-- Tilesheet
10 3 								-- Number of tiles in tilesheet
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	12	12	15	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	27	27	27	27	27	27	27	27	27	27	27	16	12	12	12
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	12	15	27	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	11	12	12	12
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	09	27	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	11	12	12	12
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	18	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	11	12	12	12
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	18	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	11	12	12	12
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	18	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	11	12	12	12
12	12	12	12	12	12	12	12	13	00	00	00	00	00	00	00	00	00	00	00	19	18	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	01	02	02	02	02	02	02	03	00	00	00	00	00	00	00	00	00	00	00	00	00	00	00	11	12	12	12
